1.000000000000000048e-04 9.293000000000000000e+03 2.093498507283919480e+03
1.291549665014884106e-04 9.287000000000000000e+03 2.075380447050612474e+03
1.668100537200059119e-04 9.403000000000000000e+03 1.996646187986244058e+03
2.154434690031884489e-04 8.815000000000000000e+03 1.980505995951539717e+03
2.782559402207125773e-04 8.321000000000000000e+03 1.838260046892169157e+03
3.593813663804625697e-04 8.979000000000000000e+03 1.815080163518955942e+03
4.641588833612777317e-04 8.481000000000000000e+03 1.668652150689292057e+03
5.994842503189408769e-04 8.291000000000000000e+03 1.652785527526182022e+03
7.742636826811269846e-04 8.259000000000000000e+03 1.321527903602493097e+03
1.000000000000000021e-03 8.699000000000000000e+03 1.530423470807998228e+03
1.250000000000000026e-03 8.685000000000000000e+03 1.485309395378619456e+03
1.500000000000000031e-03 9.047000000000000000e+03 1.287821416190925220e+03
1.750000000000000036e-03 9.173000000000000000e+03 1.209634655588206897e+03
2.000000000000000042e-03 1.014300000000000000e+04 1.156389207836185278e+03
2.249999999999999830e-03 1.111900000000000000e+04 1.313116902640431363e+03
2.500000000000000052e-03 1.253900000000000000e+04 1.373446759070041253e+03
2.749999999999999840e-03 1.442500000000000000e+04 1.688734437382029682e+03
3.000000000000000062e-03 1.872500000000000000e+04 1.363313610289283361e+03
3.099999999999999891e-03 2.157500000000000000e+04 1.705263615984343915e+03
3.200000000000000153e-03 2.620900000000000000e+04 1.059781109474970890e+03
3.299999999999999982e-03 3.371700000000000000e+04 8.605486621917438015e+02
3.399999999999999811e-03 4.386500000000000000e+04 5.361939947444394647e+02
3.500000000000000073e-03 5.425500000000000000e+04 3.848168395483752988e+02
3.749999999999999861e-03 7.322300000000000000e+04 2.377309403506409353e+02
4.000000000000000083e-03 8.618900000000000000e+04 2.542754412050050803e+02
5.000000000000000104e-03 1.151630000000000000e+05 3.632574844376919145e+02
7.499999999999999722e-03 1.433810000000000000e+05 6.122091146005586779e+02
1.000000000000000021e-02 1.553230000000000000e+05 5.855903004661194018e+02
