1.000000000000000048e-04 7.254900000000000000e+04 1.933714808341705793e+04
1.291549665014884106e-04 6.563300000000000000e+04 1.713679596657438015e+04
1.668100537200059119e-04 5.783300000000000000e+04 1.640370007041094505e+04
2.154434690031884489e-04 5.907900000000000000e+04 1.545208451957210855e+04
2.782559402207125773e-04 5.189900000000000000e+04 1.499501903966780628e+04
3.593813663804625697e-04 5.224900000000000000e+04 1.495267521214849330e+04
4.641588833612777317e-04 5.099100000000000000e+04 1.588966015999083538e+04
5.994842503189408769e-04 4.939900000000000000e+04 1.105762162492459356e+04
7.742636826811269846e-04 4.835700000000000000e+04 1.297869269225525568e+04
1.000000000000000021e-03 4.716700000000000000e+04 1.185555751535962190e+04
1.250000000000000026e-03 4.872300000000000000e+04 9.664477016372899016e+03
1.500000000000000031e-03 4.524900000000000000e+04 9.563268060657925162e+03
1.750000000000000036e-03 4.766500000000000000e+04 9.281740354049989037e+03
2.000000000000000042e-03 4.858100000000000000e+04 1.055704504110880407e+04
2.249999999999999830e-03 4.518700000000000000e+04 1.217830874957602646e+04
2.500000000000000052e-03 5.534100000000000000e+04 1.067812717661669376e+04
2.749999999999999840e-03 5.411100000000000000e+04 1.118974977378850963e+04
3.000000000000000062e-03 6.524700000000000000e+04 1.319712408064726878e+04
3.099999999999999891e-03 7.360500000000000000e+04 1.756968935411209895e+04
3.200000000000000153e-03 8.917100000000000000e+04 1.860516326184750142e+04
3.299999999999999982e-03 1.213350000000000000e+05 2.281933925423783876e+04
3.399999999999999811e-03 5.973290000000000000e+05 7.339817719807488902e+04
3.500000000000000073e-03 nan nan
3.749999999999999861e-03 nan nan
4.000000000000000083e-03 nan nan
5.000000000000000104e-03 nan nan
7.499999999999999722e-03 nan nan
1.000000000000000021e-02 nan nan
